Medication_Name,Package_Size, Manufacturing_Cost , Max_Retailer_Price , Max_Consumer_Price , Max_Consumer_VAT_Price ,Year
FLUCONAZOL 2MG/ML 1VIAL/50ML,50, $2.70 , $6.75 , $9.25 , $10.82 ,2021
FLUCONAZOLE TEVA 150MG 1CAPS,1, $1.66 , $4.15 , $5.69 , $6.66 ,2021
"FLUDARABIN ""EBEWE"" 50 MG/2 ML VIAL",1, $53.94 , $134.85 , $158.45 , $185.39 ,2021
FLUDECATE 1ML 5AMP,5, $6.96 , $17.39 , $23.39 , $27.36 ,2021
FLUMAZENIL MYLAN 0.1 MG/ML 1 VIAL 10ML,1, $5.45 , $13.62 , $18.31 , $21.43 ,2021
FLUMAZENIL MYLAN 0.1 MG/ML 1 VIAL 5ML,1, $4.43 , $11.06 , $15.16 , $17.73 ,2021
FLUMAZENIL TEVA 0.1MG/ML (5AMP/5ML),5, $22.13 , $55.32 , $69.15 , $80.90 ,2021
FLUMIST QUADRIVALENT 0.2ML 10 UNIT DOSE,10, $98.64 , $246.60 , $289.76 , $339.02 ,2021
FLUORESCEINE  SERB 10X5ML,10, $11.98 , $29.96 , $37.45 , $43.81 ,2021
"FLUOROURACIL ""EBEWE"" 50 MG/ML 1000mg/20ml",20, $2.00 , $5.00 , $6.85 , $8.01 ,2021
"FLUOROURACIL ""EBEWE"" 50 MG/ML VIAL 5000MG/100ML",100, $6.55 , $16.38 , $22.04 , $25.78 ,2021
FLUOROURACIL 50 MG/ML (1000mg/20ml) 1 vial,20, $2.00 , $5.00 , $6.85 , $8.01 ,2021
FLUSALMER S.K. 50/500 MCG 60 DOSES,60, $12.83 , $32.08 , $40.10 , $46.91 ,2021
FLUSALMER SK 50/250 MCG 60 DOSES,60, $10.42 , $26.05 , $35.04 , $41.00 ,2021
FLUTIFORM 125/5  INHALER 120 DOSES,120, $14.32 , $35.80 , $44.76 , $52.36 ,2021
FLUTIFORM 250/10 INHALER 120 DOSES,120, $23.35 , $58.38 , $72.98 , $85.38 ,2021
FLUTIFORM 50/5  INHALER 120 DOSES,120, $9.49 , $23.72 , $31.91 , $37.33 ,2021
FLUTINE 20MG 30CAP,30, $2.90 , $7.25 , $9.93 , $11.62 ,2021
FLUVOXAMINE TEVA 100MG 30TAB,30, $4.18 , $10.45 , $14.32 , $16.75 ,2021
FLUVOXAMINE TEVA 50MG 60TAB,60, $4.61 , $11.54 , $15.80 , $18.49 ,2021
FML LIQUIFILM 5ML,5, $0.84 , $2.09 , $2.86 , $3.35 ,2021
FOMINIC 0.075MG 28 TAB,28, $1.68 , $4.20 , $5.75 , $6.73 ,2021
FOMINIC 0.075MG 84 TAB,84, $5.04 , $12.59 , $16.93 , $19.81 ,2021
FORADIL 12MCG 60CAPS,60, $5.49 , $13.73 , $18.47 , $21.61 ,2021
FORTEO PEN INJECTOR 2.4ML,1, $115.37 , $288.42 , $338.89 , $396.50 ,2021
FORTUM 1G INJ,1, $2.85 , $7.13 , $9.76 , $11.42 ,2021
FORTUM 2G 1VIAL,1, $5.70 , $14.24 , $19.15 , $22.41 ,2021
FORXIGA 10MG 30TAB,30, $17.07 , $42.68 , $53.34 , $62.41 ,2021
FORXIGA 5 MG 30 TAB,30, $17.69 , $44.23 , $55.29 , $64.69 ,2021
FOSALAN ONCE-WEEKLY 70MG 4TAB,4, $3.42 , $8.54 , $11.70 , $13.69 ,2021
FOSAVANCE 70/5600IU 4 TAB,4, $2.49 , $6.22 , $8.52 , $9.97 ,2021
FOSCAVIR 24MG/ML 250ML,1, $70.67 , $176.66 , $207.58 , $242.87 ,2021
FOSRENOL 1000 MG ORAL POWDER 90 SACHETS,90, $100.54 , $251.36 , $295.35 , $345.56 ,2021
FOSRENOL 1000MG 90 CHEWTAB,90, $96.07 , $240.19 , $282.22 , $330.20 ,2021
FOSRENOL 500MG 90 CHEW TAB,90, $68.03 , $170.08 , $199.84 , $233.82 ,2021
FOSRENOL 750 MG 90 CHEWTAB,90, $90.09 , $225.23 , $264.64 , $309.63 ,2021
FOSTER INHALER 120 ACTUATIONS,120, $13.64 , $34.10 , $42.62 , $49.87 ,2021
FOSTIMON 150 IU 10 VIALS,10, $123.78 , $309.46 , $363.61 , $425.43 ,2021
FOSTIMON 75IU 10 VIALS,10, $76.37 , $190.93 , $224.34 , $262.48 ,2021
FRAGMIN 10000 IU/0.4ML,5, $11.37 , $28.43 , $38.24 , $44.74 ,2021
FRAGMIN 2500UI/0.2ML 10INJ,10, $7.07 , $17.67 , $23.77 , $27.81 ,2021
FRAGMIN 5000UI/0.2ML 10INJ,10, $13.10 , $32.74 , $40.92 , $47.88 ,2021
FRAGMIN 7500 IU/0.3ML 10 INJ,10, $17.05 , $42.63 , $53.29 , $62.35 ,2021
FRISIUM 10MG 30TAB,30, $1.23 , $3.07 , $4.20 , $4.91 ,2021
FUCICORT CREAM 15GR,15, $3.41 , $8.52 , $11.67 , $13.65 ,2021
FUCIDIN 250MG 12TAB,12, $3.91 , $9.78 , $13.40 , $15.67 ,2021
FUCIDIN CREAM 30GR,30, $3.03 , $7.56 , $10.36 , $12.12 ,2021
FUCIDIN OINT 2% 30GR,30, $2.05 , $5.12 , $7.02 , $8.21 ,2021
FUCITHALMIC VISCOUS EYE DROPS 5GR (GEL),5, $3.11 , $7.79 , $10.67 , $12.48 ,2021
FULPHILA 6MG/0.6ML PRE-FILED SYR,1, $254.18 , $635.46 , $699.01 , $817.84 ,2021
FUNGOFIN  6.4%W/W 2.5 ML,2.5, $4.06 , $10.14 , $13.89 , $16.25 ,2021
FUROSEMIDE S.A.L.F 20 MG/ 2 ML 5 vials,5, $1.19 , $2.98 , $4.08 , $4.77 ,2021
FUROVENIR 250MG/25ML 50 VIAL,50, $30.90 , $77.24 , $90.76 , $106.18 ,2021
FUSID 40MG 30TAB,30, $1.15 , $2.88 , $3.95 , $4.62 ,2021
FYCOMPA 10MG 28 F.C TAB,28, $47.95 , $119.87 , $140.85 , $164.79 ,2021
FYCOMPA 12MG 28 F.C TAB,28, $47.95 , $119.87 , $140.85 , $164.79 ,2021
FYCOMPA 2MG 7 F.C TAB,7, $6.69 , $16.73 , $22.50 , $26.32 ,2021
FYCOMPA 4MG 28 F.C TAB,28, $35.61 , $89.02 , $104.60 , $122.38 ,2021
FYCOMPA 6MG 28 F.C TAB,28, $41.06 , $102.65 , $120.61 , $141.11 ,2021
FYCOMPA 8MG 28 F.C TAB,28, $44.91 , $112.27 , $131.91 , $154.34 ,2021
GABAPENTIN INOVAMED 300 MG 100CAPS,100, $8.36 , $20.89 , $28.10 , $32.88 ,2021
GABAPENTIN INOVAMED 400 MG 100CAPS,100, $10.35 , $25.88 , $34.80 , $40.72 ,2021
GABAPENTIN TEVA 600MG 60TAB,60, $8.58 , $21.45 , $28.85 , $33.75 ,2021
GABAPENTIN TEVA 800MG 60TAB,60, $9.50 , $23.74 , $31.93 , $37.36 ,2021
GABAPENTIN-TEVA 300MG 100CAPS,100, $8.36 , $20.89 , $28.10 , $32.88 ,2021
GABAPENTIN-TEVA 400MG 100CAPS,100, $10.35 , $25.88 , $34.80 , $40.72 ,2021
GALAFOLD 123 MG 14 CAPS,14," $7,766.55 "," $19,416.39 "," $21,358.03 "," $24,988.89 ",2021
GALVUS 50MG 56TAB,56, $11.72 , $29.30 , $36.62 , $42.85 ,2021
GAMMAPLEX 5G/100ML 1VIAL/100ML,100, $148.52 , $371.30 , $436.28 , $510.44 ,2021
GAMMAPLEX 5G/100ML 1VIAL/200ML,200, $297.04 , $742.60 , $816.86 , $955.72 ,2021
GAMUNEX  0.1G/ML 1GR 10ML SOLUTION FOR INJECTION,10, $27.05 , $67.62 , $79.45 , $92.96 ,2021
GAMUNEX C 0.1G/ML 10GR 100ML,100, $270.48 , $676.20 , $743.82 , $870.27 ,2021
GAMUNEX C 0.1G/ML 2.5GR 25ML SOLUTION FOR INJECTION,25, $67.62 , $169.05 , $198.64 , $232.40 ,2021
GAMUNEX C 0.1G/ML 5GR 50ML SOLUTION FOR INJECTION,50, $135.24 , $338.10 , $397.27 , $464.81 ,2021
GANFORT 3ML EYE DROPS,3, $5.27 , $13.19 , $17.74 , $20.75 ,2021
GARDASIL 9 1 SYRINGE,1, $56.21 , $140.53 , $165.12 , $193.19 ,2021
GASTRO 40MG 20TAB,20, $2.51 , $6.27 , $8.58 , $10.04 ,2021
GATTEX 5MG/VIAL  30 VIAL,30," $8,915.88 "," $22,289.71 "," $24,518.68 "," $28,686.86 ",2021
GAZYVA 1000MG/40ML VIAL,1," $1,469.20 "," $3,672.99 "," $4,040.29 "," $4,727.14 ",2021
GEFITINIB TEVA  250 MG 30 TAB,30, $498.89 ," $1,247.23 "," $1,371.96 "," $1,605.19 ",2021
"GEMCITABINE "" EBEWE "" 1000MG/25ML",1, $21.92 , $54.79 , $68.49 , $80.13 ,2021
"GEMCITABINE "" EBEWE "" 2000MG/50ML",1, $44.98 , $112.46 , $132.14 , $154.60 ,2021
"GEMCITABINE "" EBEWE "" 200MG/5ML",1, $4.96 , $12.39 , $16.66 , $19.50 ,2021
GEMCITABINE MEDAC 1000MG VIAL,1, $21.92 , $54.79 , $68.49 , $80.13 ,2021
GEMCITABINE MEDAC 1500MG VIAL,1, $28.20 , $70.50 , $82.84 , $96.92 ,2021
GEMCITABINE MEDAC 200MG VIAL,1, $4.96 , $12.39 , $16.66 , $19.50 ,2021
GEMCITABINE PCH TEVA 2000 MG/VIAL,1, $44.98 , $112.46 , $132.14 , $154.60 ,2021
GEMCITABINE TEVA 1000 MG/VIAL 50ML,1, $21.92 , $54.79 , $68.49 , $80.13 ,2021
GEMCITABINE TEVA 200 MG/VIAL 14ML,1, $4.96 , $12.39 , $16.66 , $19.50 ,2021
GEMCITABINE TEVA CONCENTRATE 40MG/ML (1000MG/25ML),1, $21.92 , $54.79 , $68.49 , $80.13 ,2021
GEMCITABINE TEVA CONCENTRATE 40MG/ML (2000MG/50ML),1, $44.98 , $112.46 , $132.14 , $154.60 ,2021
GEMCITABINE TEVA CONCENTRATE 40MG/ML (200MG/5ML),1, $4.96 , $12.39 , $16.66 , $19.50 ,2021
GENDEVRA 30 TAB,30, $361.90 , $904.75 , $995.22 ," $1,164.41 ",2021
GENOTROPIN 12 MG 1 prefilled pen,1, $108.02 , $270.06 , $317.32 , $371.26 ,2021
GENOTROPIN 16IU CARTRIDGE,1, $49.50 , $123.75 , $145.40 , $170.12 ,2021
GENOTROPIN 36UI CARTRIDGE,1, $108.02 , $270.06 , $317.32 , $371.26 ,2021
GENOTROPIN 5.3 MG 1 prefilled pen,1, $49.50 , $123.75 , $145.40 , $170.12 ,2021
GENTATRIM  DERMAL CREAM 15GR,15, $1.37 , $3.42 , $4.68 , $5.47 ,2021
GENTATRIM OINT 15GR,15, $1.51 , $3.77 , $5.17 , $6.05 ,2021
GEODON 20MG 60CAPS,60, $26.21 , $65.53 , $77.00 , $90.09 ,2021
GEODON 40MG 60CAPS,60, $30.43 , $76.08 , $89.40 , $104.59 ,2021
GEODON 60MG 60CAPS,60, $36.07 , $90.16 , $105.94 , $123.95 ,2021
GEODON 80MG 60CAPS,60, $45.14 , $112.86 , $132.61 , $155.15 ,2021
GILENYA 0.5MG 28 HARD CAPSULES,28, $858.02 ," $2,145.06 "," $2,359.57 "," $2,760.69 ",2021
GILEX 10MG 30CAP,30, $0.98 , $2.45 , $3.36 , $3.93 ,2021
GIOTRIF 20MG 28F.C.TAB,28, $896.71 ," $2,241.78 "," $2,465.95 "," $2,885.16 ",2021
GIOTRIF 30MG 28F.C.TAB,28, $833.57 ," $2,083.94 "," $2,292.33 "," $2,682.03 ",2021
GIOTRIF 40MG 28F.C.TAB,28, $832.87 ," $2,082.16 "," $2,290.38 "," $2,679.75 ",2021
GIOTRIF 50MG 28 F.C.TAB,28, $915.47 ," $2,288.67 "," $2,517.53 "," $2,945.51 ",2021
GIROFLOX 200MG/100ML (100ML),100, $3.98 , $9.96 , $13.64 , $15.96 ,2021
GIROFLOX 200MG/100ML (200ML),200, $7.96 , $19.91 , $26.78 , $31.33 ,2021
GLASSIA 1G/50ML 1VIAL,1, $165.03 , $412.58 , $484.79 , $567.20 ,2021
GLAUPROST 0.05MG EYE DROPS 2.5ML,2.5, $2.83 , $7.07 , $9.69 , $11.34 ,2021
GLAUTAN 2.5 ML EYE DROPS,2.5, $2.83 , $7.07 , $9.69 , $11.34 ,2021
GLIADEL 7.7MG 8 WAFERS IMPLANT,8," $4,052.59 "," $10,131.47 "," $11,144.61 "," $13,039.20 ",2021
GLIMEPIRIDE TEVA  4 MG 30 TAB,30, $2.12 , $5.31 , $7.27 , $8.51 ,2021
GLIMEPIRIDE TEVA 1 MG 30 TAB,30, $0.98 , $2.46 , $3.37 , $3.95 ,2021
GLIMEPIRIDE TEVA 2 MG 30 TAB,30, $1.22 , $3.05 , $4.17 , $4.88 ,2021
GLIMEPIRIDE TEVA 3 MG 30 TAB,30, $2.00 , $4.99 , $6.84 , $8.00 ,2021
GLIVEC 100MG 60 FCTAB,60, $350.95 , $877.36 , $965.10 ," $1,129.17 ",2021
GLIVEC 400MG 30 FCTAB,30, $688.37 ," $1,720.93 "," $1,893.03 "," $2,214.84 ",2021
GLUBEN 5MG 100TAB,100, $3.13 , $7.83 , $10.73 , $12.56 ,2021
GLUBEN 5MG 30TAB,30, $1.06 , $2.65 , $3.63 , $4.24 ,2021
GLUCAGEN KIT 1MG,1, $6.52 , $16.31 , $21.93 , $25.66 ,2021
GLUCOMIN RET 850MG 30T,30, $1.15 , $2.88 , $3.95 , $4.62 ,2021
GLUCOPHAGE RET 30TAB,30, $1.15 , $2.88 , $3.95 , $4.62 ,2021
GLUCO-RITE 5MG 30TAB,30, $1.22 , $3.05 , $4.17 , $4.88 ,2021
GLYPRESSIN 1MG/5ML 5VIAL,5, $41.12 , $102.80 , $120.79 , $141.32 ,2021
GLYXAMBI 10 MG/5 MG 30 F.C.TAB,30, $30.87 , $77.17 , $90.67 , $106.09 ,2021
GLYXAMBI 25 MG/5 MG 30 F.C.TAB,30, $30.84 , $77.11 , $90.60 , $106.01 ,2021
GONAL-F 600IU/ML PREFILLED PEN 0.5ML (300IU),1, $48.79 , $121.97 , $143.31 , $167.67 ,2021
GONAL-F 600IU/ML PREFILLED PEN 0.75ML (450 IU),1, $72.47 , $181.17 , $212.87 , $249.06 ,2021
GONAL-F 600UI/ML PREFILLED PEN 1.5ML (900 IU),1, $142.86 , $357.16 , $419.66 , $491.00 ,2021
GRAFALON 20MG/ML 5ML,5, $169.25 , $423.14 , $497.18 , $581.71 ,2021
GRANOCYTE 34 5X33.6MUI/ML,5, $162.26 , $405.66 , $476.65 , $557.68 ,2021
GRANUPAS 30 SACHETS,30, $206.54 , $516.36 , $606.72 , $709.87 ,2021
GYNERA 1X21TAB,21, $1.73 , $4.33 , $5.93 , $6.94 ,2021
GYNERA 3X21TAB,63, $5.19 , $12.99 , $17.47 , $20.44 ,2021
GYNO PEVARYL 150 3OV,3, $1.69 , $4.22 , $5.78 , $6.76 ,2021
HAEMATE-P 1000I.U 1VIAL/15ML,1, $241.49 , $603.73 , $664.10 , $777.00 ,2021
HAEMATE-P 500 I.U. 1 VIAL 30ml,1, $125.81 , $314.53 , $369.57 , $432.40 ,2021
HALAVEN 0.44MG/ML VIAL 2.26ML,1, $161.37 , $403.43 , $474.03 , $554.62 ,2021
HALDOL 5AMPX5MG/ML,5, $1.32 , $3.31 , $4.53 , $5.30 ,2021
HALDOL 5MG 25TAB,25, $1.69 , $4.22 , $5.78 , $6.76 ,2021
HALDOL DECANOATE 100MG/ML 5 AMP,5, $26.36 , $65.91 , $77.44 , $90.61 ,2021
HALDOL DROPS 15ML,15, $1.32 , $3.29 , $4.51 , $5.27 ,2021
HALDOL DROPS 30ML,30, $2.03 , $5.07 , $6.95 , $8.13 ,2021
HALOPER 0.5MG 60TAB,60, $5.64 , $14.10 , $18.97 , $22.19 ,2021
HALOPER 10MG 60TAB,60, $2.29 , $5.73 , $7.86 , $9.19 ,2021
HALOPER 5MG 60TAB,60, $4.05 , $10.12 , $13.86 , $16.22 ,2021
HARMONET 21TAB,21, $1.77 , $4.42 , $6.05 , $7.08 ,2021
HARMONET 3X21TAB,63, $5.30 , $13.25 , $17.82 , $20.85 ,2021
HARVONI 90MG/400MG 28 F.C.TAB,28," $5,977.63 "," $14,944.07 "," $16,438.48 "," $19,233.02 ",2021
HAVRIX 1440 MONODOSE,1, $11.65 , $29.12 , $39.17 , $45.83 ,2021
HAVRIX 720 JUNIOR 0.5ML,1, $6.69 , $16.74 , $22.51 , $26.34 ,2021
HEMANGIOL SOLUTION 3.75 MG/ML 120 ML BOTTLE,120, $82.13 , $205.32 , $241.25 , $282.26 ,2021
HEMLIBRA 150 MG/ML,1," $5,252.40 "," $13,131.00 "," $14,444.10 "," $16,899.60 ",2021
HEMLIBRA 30 MG/ML,1," $1,055.56 "," $2,638.89 "," $2,902.78 "," $3,396.26 ",2021
HEMLIBRA HEMLIBRA 150 MG/ML (105 MG/0.7ML),1," $3,678.58 "," $9,196.46 "," $10,116.11 "," $11,835.84 ",2021
HEMLIBRA HEMLIBRA 150 MG/ML (60MG/0.4ML),1," $2,104.77 "," $5,261.92 "," $5,788.12 "," $6,772.10 ",2021
HEPAGAM B 312 IU/ML VIAL 5ML (1560UI~31.2ML),31.2, $339.25 , $848.12 , $932.94 ," $1,091.54 ",2021
HEPARIN INJECTION BP 5000 UNITS/ML 25VIAL/5ML,25, $37.20 , $92.99 , $109.26 , $127.84 ,2021
"HEPARIN INJECTION BP 5000 UNITS/ML	   5ML  25VIAL",25, $37.20 , $92.99 , $109.26 , $127.84 ,2021
HEPATECT CP 50MG/ML 1VIAL/40ML,40, $434.94 ," $1,087.34 "," $1,196.07 "," $1,399.41 ",2021
HEPSERA 10MG 30TAB,30, $141.35 , $353.39 , $415.23 , $485.82 ,2021
HERCEPTIN 440MG MULTIDOSE VIAL,1, $491.15 ," $1,227.88 "," $1,350.67 "," $1,580.28 ",2021
HERCEPTIN 600 MG / 5 ML S.C. VIAL,1, $586.87 ," $1,467.17 "," $1,613.88 "," $1,888.24 ",2021
HERITY 1 vial,1, $491.15 ," $1,227.88 "," $1,350.67 "," $1,580.28 ",2021
HEXAKAPRON 500MG 20T,20, $2.41 , $6.02 , $8.25 , $9.66 ,2021
HIZENTRA 200MG/ML 1 PFS 10ML,10, $75.62 , $189.06 , $222.15 , $259.91 ,2021
HIZENTRA 200MG/ML PFS 5 ML,5, $37.81 , $94.53 , $111.07 , $129.96 ,2021
HOLOXAN 2G PWD FOR SOL FOR INJ 1VIAL,1, $20.22 , $50.56 , $63.20 , $73.94 ,2021
HUMALOG CART 3MLX5,15, $12.95 , $32.37 , $40.46 , $47.33 ,2021
HUMALOG KWIKPEN 100U/ML 5X3ML,15, $15.86 , $39.65 , $49.56 , $57.98 ,2021
HUMALOG KWIKPEN 200 U/ML 5*3 ML,15, $28.49 , $71.21 , $83.68 , $97.90 ,2021
HUMALOG MIX 25 KWIKPEN 5X3ML,15, $15.91 , $39.78 , $49.72 , $58.17 ,2021
HUMALOG MIX 50 CARTRIDGE 5X3ML,15, $13.28 , $33.21 , $41.51 , $48.57 ,2021
HUMALOG MIX 50 KWIKPEN 5X3ML,15, $16.18 , $40.44 , $50.55 , $59.15 ,2021
HUMALOG VIALS 10ML,10, $7.78 , $19.46 , $26.17 , $30.62 ,2021
HUMIRA 20 MG/0.2 ML SOL FOR INJ 2 PEN,2, $158.63 , $396.57 , $465.97 , $545.18 ,2021
HUMIRA 40 MG/0.4 ML SOL FOR INJ 2 PEN,2, $287.78 , $719.44 , $791.39 , $925.92 ,2021
HUMIRA 80 MG/0.8 ML SOL FOR INJ 1 pf pen,1, $304.66 , $761.66 , $837.82 , $980.25 ,2021
HUMULIN 70/30 100IU 10ML,10, $7.77 , $19.42 , $26.12 , $30.56 ,2021
HUMULIN 70/30CART 5*3ML,15, $10.72 , $26.80 , $36.05 , $42.18 ,2021
HUMULIN NPH 10ML,10, $7.78 , $19.46 , $26.18 , $30.63 ,2021
HUMULIN NPH CART 5x3ML,15, $11.01 , $27.53 , $37.03 , $43.32 ,2021
HUMULIN REGUL CART 5x3ML,15, $9.08 , $22.71 , $30.54 , $35.73 ,2021
HUMULIN REGULAR 100 IU/ML 10ML sol for inj,10, $7.78 , $19.44 , $26.15 , $30.59 ,2021
HYALASE 1500 IU 10 AMP,10, $74.83 , $187.08 , $219.81 , $257.18 ,2021
HYCAMTIN 1MG 10 CAPS,10, $168.48 , $421.20 , $494.91 , $579.05 ,2021
HYCAMTIN 4MG 1VIAL,1, $81.53 , $203.81 , $239.48 , $280.19 ,2021
HYDROAGISTEN CR 15GR,15, $2.73 , $6.81 , $9.34 , $10.92 ,2021
HYDROCORTISONE 10 MG 30 tab,30, $7.74 , $19.34 , $26.01 , $30.43 ,2021
HYDROCORTISONE PANPHARMA 100 MG 25 VIAL,25, $27.61 , $69.03 , $81.11 , $94.90 ,2021
HYQVIA 1vial normal  10g/100ml + 1vial recombinant 5ml,100, $286.27 , $715.68 , $787.24 , $921.07 ,2021
HYQVIA 1vial normal 2.5g/25ml + 1vial recombinant 1.25ml,25, $71.57 , $178.92 , $210.23 , $245.97 ,2021
HYQVIA 1vial normal 30g/300ml + 1vial recombinant 15ml,300, $858.81 ," $2,147.03 "," $2,361.73 "," $2,763.22 ",2021
HYQVIA 1vial normal 5g/50ml + 1vial recombinant 2.5ml,50, $143.14 , $357.84 , $420.46 , $491.94 ,2021
HYQVIA 1vial normal20g/200ml + 1vial recombinant 10ml,200, $572.54 ," $1,431.35 "," $1,574.49 "," $1,842.15 ",2021
HYTRIN BPH 10MG 28TAB,28, $5.10 , $12.76 , $17.16 , $20.07 ,2021
HYTRIN BPH 5MG 28TAB,28, $3.74 , $9.35 , $12.80 , $14.98 ,2021
IBRANCE 100 MG 21 CAPS,21," $1,045.84 "," $2,614.59 "," $2,876.05 "," $3,364.98 ",2021
IBRANCE 125 MG 21 CAPS,21," $1,046.00 "," $2,615.01 "," $2,876.51 "," $3,365.51 ",2021
IBRANCE 75 MG 21 CAPS,21," $1,039.53 "," $2,598.82 "," $2,858.71 "," $3,344.69 ",2021
IBUFEN 600MG 30TAB,30, $0.95 , $2.37 , $3.25 , $3.80 ,2021
ICATIBANT TEVA 30mg/3ml 1 syr,1, $716.13 ," $1,790.33 "," $1,969.37 "," $2,304.16 ",2021
ICLUSIG 15MG 30 COATED TAB,30," $1,325.95 "," $3,314.89 "," $3,646.37 "," $4,266.26 ",2021
ICLUSIG 30 MG 30 TAB,30," $2,530.91 "," $6,327.28 "," $6,960.01 "," $8,143.21 ",2021
ICLUSIG 45MG 30 COATED TAB,30," $2,538.18 "," $6,345.44 "," $6,979.99 "," $8,166.59 ",2021
IDELVION 1000 IU VIAL,1," $1,041.30 "," $2,603.26 "," $2,863.59 "," $3,350.40 ",2021
IDELVION 2000 IU VIAL,1," $2,074.71 "," $5,186.77 "," $5,705.45 "," $6,675.37 ",2021
IDELVION 500 IU VIAL,1, $523.49 ," $1,308.72 "," $1,439.59 "," $1,684.32 ",2021
IG VENA 1VIAL 5% 100ML,100, $148.52 , $371.30 , $436.28 , $510.44 ,2021
IG VENA 1VIAL 5% 200ML,200, $297.04 , $742.60 , $816.86 , $955.72 ,2021
IKACLOMIN 50MG 10TAB,10, $2.40 , $6.01 , $8.23 , $9.63 ,2021
ILARIS 150 MG/ML SOLUTION FOR INJECTION 1 VIAL,1," $5,317.62 "," $13,294.04 "," $14,623.45 "," $17,109.43 ",2021
ILOMEDINE AMP 0.5 ML,1, $29.69 , $74.24 , $87.23 , $102.06 ,2021
IMATINIB - TRIMA 100 MG  60 TAB,60, $350.95 , $877.36 , $965.10 ," $1,129.17 ",2021
IMATINIB - TRIMA 400 MG 30 TAB,30, $688.37 ," $1,720.93 "," $1,893.03 "," $2,214.84 ",2021
IMATINIB TEVA 100MG 60 F.C.TAB,60, $350.95 , $877.36 , $965.10 ," $1,129.17 ",2021
IMATINIB TEVA 400MG 30 F.C.TAB,30, $688.37 ," $1,720.93 "," $1,893.03 "," $2,214.84 ",2021
IMBRUVICA 140MG 120CAPSULES,120," $3,300.40 "," $8,250.99 "," $9,076.09 "," $10,619.03 ",2021
IMBRUVICA 140MG 90CAPSULES,90," $2,475.30 "," $6,188.24 "," $6,807.07 "," $7,964.27 ",2021
IMFINZI 120 MG/2.4 ML 1VIAL,1, $314.66 , $786.65 , $865.31 ," $1,012.42 ",2021
IMFINZI 500 MG/10 ML 1 VIAL,1," $1,307.02 "," $3,267.55 "," $3,594.31 "," $4,205.34 ",2021
IMITREX 100MG 6TAB,6, $5.90 , $14.75 , $19.84 , $23.21 ,2021
IMITREX 50MG 6TAB,6, $4.25 , $10.63 , $14.56 , $17.04 ,2021
IMITREX INJ 2 PREFILLED +AUTO INJ,2, $11.08 , $27.70 , $37.26 , $43.59 ,2021
IMITREX NASAL SPRAY 20MGx2,2, $5.70 , $14.26 , $19.18 , $22.44 ,2021
IMLYGIC 10^ 6 PFU/ML 1ML VIAL,1, $846.97 ," $2,117.43 "," $2,329.17 "," $2,725.13 ",2021
IMLYGIC 10^ 8 PFU/ML 1ML VIAL,1, $846.97 ," $2,117.43 "," $2,329.17 "," $2,725.13 ",2021
IMNOVID 1MG 3X7 CAPSULES (POMALYST),21," $3,815.20 "," $9,537.99 "," $10,491.79 "," $12,275.40 ",2021
IMNOVID 2MG 3X7 CAPSULES (POMALYST),21," $3,864.60 "," $9,661.49 "," $10,627.64 "," $12,434.34 ",2021
IMNOVID 3MG 3X7 CAPSULES (POMALYST),21," $3,930.46 "," $9,826.16 "," $10,808.78 "," $12,646.27 ",2021
IMNOVID 4MG 3X7 CAPSULES (POMALYST),21," $3,963.40 "," $9,908.50 "," $10,899.35 "," $12,752.23 ",2021
IMOVANE 7.5MG 20TAB,20, $1.62 , $4.06 , $5.56 , $6.51 ,2021
IMOVAX DT SYRINGE PREFILLED 1X0.5ML,1, $4.34 , $10.85 , $14.86 , $17.39 ,2021
IMOVAX POLIO SYRINGE PREFILLED 1X0.5ML,1, $3.25 , $8.13 , $11.14 , $13.04 ,2021
IMPAVIDO 10MG 56CAPS,56, $342.00 , $855.00 , $940.50 ," $1,100.38 ",2021
IMPAVIDO 50MG 56CAPS,56," $1,220.84 "," $3,052.10 "," $3,357.31 "," $3,928.06 ",2021
IMURAN 25MG 100TAB,100, $6.05 , $15.11 , $20.33 , $23.78 ,2021
IMURAN 50MG 100TAB,100, $5.84 , $14.59 , $19.63 , $22.96 ,2021
INCRELEX 1 VIAL 4 ML,1, $310.02 , $775.04 , $852.55 , $997.48 ,2021
INCRUSE ELLIPTA 55MCG 30 DOSES,30, $12.33 , $30.83 , $38.54 , $45.09 ,2021
INDOVIS 25MG 30CAP,30, $1.21 , $3.03 , $4.15 , $4.86 ,2021
INFANRIX POLIO HIB (IPV-HIB) INJ 0.5ML,1, $16.89 , $42.23 , $52.79 , $61.77 ,2021
INFLUVAC 15MCG/DOSE 0.5ML,1, $3.24 , $8.09 , $11.08 , $12.97 ,2021
INFLUVAC 15MCG/DOSE 0.5ML 10SYRINGES,10, $32.36 , $80.90 , $95.06 , $111.22 ,2021
INFLUVAC TETRA 1 syr 0.5ml,1, $5.15 , $12.87 , $17.31 , $20.26 ,2021
INLYTA 1MG 60 F.C.TAB,60, $324.83 , $812.07 , $893.28 ," $1,045.14 ",2021
INLYTA 5MG 60 F.C.TAB,60," $1,622.40 "," $4,056.01 "," $4,461.61 "," $5,220.08 ",2021
INOVELON 100 MG 10TAB,10, $2.68 , $6.69 , $9.16 , $10.72 ,2021
INOVELON 200 MG 60TAB,60, $26.27 , $65.66 , $77.16 , $90.27 ,2021
